"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
1,"00099874","世界貨櫃儲運股份有限公司","基隆市暖暖區源遠路124號1樓","董大隆",100000000,"1050114"
2,"00146877","欣隆天然氣股份有限公司","基隆市信義區信一路57號4樓","潘恭孝",600000000,"1050105"
3,"00199276","帝王大飯店有限公司","臺北市大同區承德路1段105號9樓之11","江林月英",40000000,"1050126"
4,"00684263","元泰鋼鐵股份有限公司","新北市土城區中興路10號","陳守義",24700000,"1050106"
5,"00694868","千樺有限公司","臺北市松山區光復南路32巷10號","楊麗年",12200000,"1050105"
6,"00862908","新昌報關有限公司","基隆市仁愛區孝四路3號6樓之1","呂春涼",1000000,"1050125"
7,"01076604","正綜股份有限公司","新北市三重區和平街42號3樓","黃玉珠",2000000,"1050112"
8,"01180846","訊華股份有限公司","臺北市大安區和平東路2段76巷23弄3之7號4樓","潘尤媛",8000000,"1050111"
9,"01183597","孚佑實業有限公司","臺北市中山區民權西路20號7樓","李汪溪",46770000,"1050119"
10,"01189353","雅光有限公司","臺北市內湖區堤頂大道1段215號、215號2樓、3樓、4樓、5樓、6樓、7樓及217號、217號3樓、4樓、5樓、6樓","廖全平",125000000,"1050112"
11,"01409976","恒業事務用品股份有限公司","新北市林口區工二區工四路3號","溫暲賢",60000000,"1050128"
12,"01458878","郁益企業股份有限公司","臺南市北區北成路94號","陳德三",20000000,"1050111"
13,"01506484","福進鐵工廠有限公司","臺北市南港區重陽路469號","陳阿完",20000000,"1050108"
14,"01507907","典業有限公司","臺北市內湖區洲子街85號5樓之1","楊錫彬",5000000,"1050106"
15,"01508552","潮鴻汽車股份有限公司","臺北市中山區松江路87號12樓之1","陳榮吉",15000000,"1050106"
16,"01508624","德技股份有限公司","臺北市內湖區內湖路1段308號4樓","程禮寰",80000000,"1050111"
17,"01510059","台塑企業投資股份有限公司","臺北市松山區敦化北路201之5號3樓","吳嘉昭",50000000,"1050115"
18,"01515651","好來化工股份有限公司","臺北市松山區敦化南路1段2號9樓","古華光",30300000,"1050127"
19,"01516835","嘉靈實業股份有限公司","臺北市中正區公園路32號12樓","潘祖恩",5000000,"1050120"
20,"01517102","旭然國際股份有限公司","雲林縣斗六市科工一路5號","吳玲美",351960000,"1050118"
21,"01673270","樂興交通有限公司","臺北市中山區長安東路2段162號2樓","林念臻",3000000,"1050104"
22,"01859796","合豐瀝青股份有限公司","新北市鶯歌區中正一路阿四巷4之4號","潘隆雄",63000000,"1050105"
23,"01884009","金益化學工廠有限公司","新北市土城區中央路1段365巷16號","許武湖",20000000,"1050129"
24,"01892991","華盛螺絲股份有限公司","高雄市岡山區成功路460巷37號","黃良民",55000000,"1050125"
25,"01979785","中麟營造股份有限公司","臺北市信義路4段235號2樓之1","王中平",1000000000,"1050125"
26,"01988308","名豐奈米生化科技股份有限公司","新北市新莊區中港路309巷2號3樓","王偉任",6000000,"1050104"
27,"01989411","磐昌科技企業股份有限公司","臺北市大安區仁愛路4段447號6樓","樊誌融",249971360,"1050111"
28,"02077124","三懋立紙器股份有限公司","新北市三重區中興南街29之2號","楊人翰",6000000,"1050125"
29,"02083049","永典水泥製品股份有限公司","新北市新莊區思源路131號5樓之2","杜陳足",20000000,"1050105"
30,"02090365","承聲企業股份有限公司","新北市新莊區豐年街20巷12號","陳信傑",5000000,"1050122"
31,"02216580","弘夯股份有限公司","新北市淡水區民族路45之3號","張顥議",2200000,"1050106"
32,"02356580","淵明印刷有限公司","新北市永和區福和路164號4樓","顏有光",5000000,"1050121"
33,"02357716","千倍康企業股份有限公司","新北市永和區保福路1段47巷17號13樓之3","林淨植",21000000,"1050108"
34,"02381808","芝音樂器企業有限公司","宜蘭縣宜蘭市民權里中山路二段227號","黃莉茗",2000000,"1050122"
35,"02656714","鉅翔貨運有限公司","桃園市新屋區頭洲里民族路六段675巷36號1樓","李克常",25000000,"1050113"
36,"02746455","茂聯煤氣有限公司","新竹縣竹北市新崙里下斗崙46號","鄭明輝",1000000,"1050104"
37,"02848565","聯瑩工藝企業有限公司","新竹縣竹北市環北路三段219號2樓","張明珠",30000000,"1050115"
38,"02848729","振鎧實業有限公司","新竹市光復里忠孝路55號","曾容瑩",10000000,"1050122"
39,"02849446","營臺實業股份有限公司","新竹縣芎林鄉華龍村五和街255號","張子良",60000000,"1050120"
40,"02897832","賀苗企業有限公司","苗栗縣苗栗市文山里15鄰自治路383號1樓","何仁增",3000000,"1050107"
41,"02923959","泰珊企業有限公司","苗栗縣頭份市民生里11鄰新立東街8巷8號","徐瑞珠",5000000,"1050113"
42,"03050600","大興電工股份有限公司","臺北市中山區南京東路1段34號11樓","黃有恒",39000000,"1050121"
43,"03063106","中北貿易股份有限公司","臺北市大同區重慶北路3段3號1樓","謝蕙玲",30000000,"1050108"
44,"03077208","中國信託商業銀行股份有限公司","臺北市南港區經貿二路166、168、170、186、188號","童兆勤",105729279050,"1050108"
45,"03086001","中國電器股份有限公司","臺北市中正區忠孝東路2段9號","周麗真",3984391860,"1050128"
46,"03101002","友達行有限公司","新北市新店區五峯路137號(1樓)","劉中如",8000000,"1050118"
47,"03126405","禾利行股份有限公司","臺北市松山區敦化北路311號3樓","柯麗嬌",20000000,"1050108"
48,"03150404","永誠工業股份有限公司","臺北市大安區東豐街23號1樓","裘國英",60000000,"1050121"
49,"03156408","台灣中華書局股份有限公司","臺北市內湖區舊宗路2段181巷6號5樓","張敏君",10000000,"1050114"
50,"03166335","百利康企業股份有限公司","臺北市中正區懷寧街30、32號1樓","洪嘉宏",85000000,"1050125"
51,"03174102","永龍交通事業股份有限公司","臺北市內湖區成功路4段41巷6之1號5樓","朱信叡",40000000,"1050122"
52,"03236310","武祥貿易股份有限公司","臺北市中山區長春路100號5樓之6","劉瑞麒",100000000,"1050121"
53,"03301825","皇佳國際股份有限公司","臺北市中山區民族東路60號8樓之1","費祖蔭",26500000,"1050119"
54,"03303801","恆泰豐行有限公司","臺北市中正區重慶南路1段135之2號1樓","錢嘉玲",1000000,"1050120"
55,"03322504","建台水泥股份有限公司","高雄市苓雅區意誠里5鄰自強三路3號24樓之6","鄭吉田",3140353000,"1050119"
56,"03329507","美豐毛紡織染廠股份有限公司","臺北市中正區新生南路1段158號7樓","朱中強",1200000000,"1050119"
57,"03338702","泰利企業股份有限公司","臺北市中正區漢口街1段15號1樓","樂可錚",5000000,"1050113"
58,"03356601","泰豐工業原料股份有限公司","臺北市大安區忠孝東路4段320號12樓","應明皓",5000000,"1050118"
59,"03373221","慶豐商業銀行股份有限公司","臺北市中正區南海路3號12樓","中央存款保險股份有限公司",5826283830,"1050115"
