MeasureId,MeasureLocation,MeasureDate,County,Township,MeasureAddress,RadiatorType,RadiatorTypeName,PowerDensityMax,ItemUnit,Legal
U10312,志學國小電磁場量測,2015-09-14,花蓮縣,壽豐鄉,志學村中正路120巷10號,91,學校極低頻設施,1.2,mG,True
P10195,台78快速道路虎尾段旁_手機基地台,2015-10-19,雲林縣,虎尾鎮,台78快速道路虎尾段旁_手機基地台,11,手機基地臺,4.9E-07,mW/cm<sup>2</sup>,True
A01029,信義區松仁路90號旁中央分格島路燈—無線網路電磁波量測,2015-10-06,臺北市,信義區,松仁路90號,14,無線區域網路(Wi-Fi),0.002435,mW/cm<sup>2</sup>,True
Q10195,民雄鄉三興村神農路健康快樂飲食餐廳協前方,2015-09-30,嘉義縣,民雄鄉,三興村神農路健康快樂飲食餐廳協前方,24,落地型變壓器,1.302,mG,True
Q10194,民雄鄉三興村神農路晨間廚房前,2015-09-30,嘉義縣,民雄鄉,三興村神農路晨間廚房前,24,落地型變壓器,3.413,mG,True
Q10192,民雄鄉中和村社溝10之21號旁,2015-10-28,嘉義縣,民雄鄉,中和村社溝10之21號旁,11,手機基地臺,0.00123,mW/cm<sup>2</sup>,True
Q10191,新港鄉潭大村大客90號對面,2015-09-30,嘉義縣,新港鄉,潭大村大客90號對面,11,手機基地臺,0.00073,mW/cm<sup>2</sup>,True
Q10190,阿里山鄉香林村1號後方,2015-09-25,嘉義縣,阿里山鄉,香林村1號後方,11,手機基地臺,0.0008,mW/cm<sup>2</sup>,True
Q10189,水上鄉內溪村內溪洲46之18號對面巷子,2015-10-28,嘉義縣,水上鄉,內溪村內溪洲46之18號對面巷子,11,手機基地臺,0.00071,mW/cm<sup>2</sup>,True
Q10188,新港鄉157縣道15.5公里處,2015-09-03,嘉義縣,新港鄉,157縣道15.5公里處,11,手機基地臺,0.00071,mW/cm<sup>2</sup>,True
P10190,崙背河堤道路旁_手機基地台,2015-10-16,雲林縣,崙背鄉,河堤道路旁,11,手機基地臺,6E-08,mW/cm<sup>2</sup>,True
P10194,水林縣道164路旁_手機基地台,2015-10-16,雲林縣,水林鄉,縣道164號路旁,11,手機基地臺,5.6E-07,mW/cm<sup>2</sup>,True
P10192,崙背大有產業道路_手機基地台,2015-10-16,雲林縣,崙背鄉,大有產業道路,11,手機基地臺,1.7E-07,mW/cm<sup>2</sup>,True
P10191,崙背156縣道旁_手機基地台,2015-10-16,雲林縣,崙背鄉,156縣道旁,11,手機基地臺,9E-08,mW/cm<sup>2</sup>,True
P10186,土庫民族路中油加油站前方_手機基地台,2015-10-15,雲林縣,土庫鎮,土庫民族路中油加油站前方,11,手機基地臺,1.6E-07,mW/cm<sup>2</sup>,True
P10183,古坑蜜蜂故事館後方_手機基地台,2015-10-15,雲林縣,斗六市,古坑蜜蜂故事館後方,11,手機基地臺,1.4E-07,mW/cm<sup>2</sup>,True
P10188,西螺延平路農會大樓_手機基地台,2015-10-14,雲林縣,斗六市,西螺延平路農會大樓,11,手機基地臺,4.62E-06,mW/cm<sup>2</sup>,True
B00852,十甲東路486號附近,2015-09-25,臺中市,東區,十甲東路486號附近,11,手機基地臺,9E-06,mW/cm<sup>2</sup>,True
P10193,褒忠產業道路_手機基地台,2015-10-16,雲林縣,褒忠鄉,產業道路,11,手機基地臺,1.6E-07,mW/cm<sup>2</sup>,True
P10185,土庫中華電信服務所_手機基地台,2015-10-15,雲林縣,土庫鎮,雲林縣土庫鎮中山路199號,11,手機基地臺,4.1E-07,mW/cm<sup>2</sup>,True
P10189,西螺彰化銀行大樓_手機基地台,2015-10-14,雲林縣,西螺鎮,中山路225號,11,手機基地臺,4.09E-06,mW/cm<sup>2</sup>,True
P10184,台78快速道路往西39公里處下方_手機基地台,2015-10-13,雲林縣,斗六市,台78快速道路往西39公里處下方,11,手機基地臺,3.3E-07,mW/cm<sup>2</sup>,True
B00851,太平區光興路635號附近,2015-09-25,臺中市,太平區,光興路635號附近,11,手機基地臺,0.000113,mW/cm<sup>2</sup>,True
U10313,鳳林國中電磁場量測,2015-09-17,花蓮縣,鳳林鎮,光復路8號,91,學校極低頻設施,5.4,mG,True
D00852,臺南市中西區大同路一段173號,2015-10-07,臺南市,中西區,大同路一段173號,11,手機基地臺,0.0463,mW/cm<sup>2</sup>,True
P10196,台78快速道路麥寮交流道旁_手機基地台,2015-10-19,雲林縣,麥寮鄉,台78快速道路麥寮交流道旁,11,手機基地臺,2.2E-07,mW/cm<sup>2</sup>,True
A01031,信義區松智路與松壽路交叉口無線網路電磁波量測,2015-10-06,臺北市,信義區,松智路與松壽路交叉口,14,無線區域網路(Wi-Fi),0.001451,mW/cm<sup>2</sup>,True
A01032,信義區松壽路20號旁(信義威秀外與松壽路口)—無線網路電磁波量測,2015-10-06,臺北市,信義區,松壽路20號旁,14,無線區域網路(Wi-Fi),0.000801,mW/cm<sup>2</sup>,True
P10182,莿桐農會大樓_手機基地台,2015-09-18,雲林縣,莿桐鄉,雲林縣莿桐鄉中正路75號,11,手機基地臺,7.3E-06,mW/cm<sup>2</sup>,True
P10177,雲林縣麥寮國小,2015-09-07,雲林縣,麥寮鄉,麥津村中山路260號,91,學校極低頻設施,10.45,mG,True
E00932,LE104-06-011 (市立小港國中),2015-06-29,高雄市,小港區,高雄市小港區平和南路185號,91,學校極低頻設施,8.813,mG,True
J00794,竹東鎮衛生所_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,竹東鎮,中正路221號,14,無線區域網路(Wi-Fi),1.999E-09,mW/cm<sup>2</sup>,True
P10171,雲林縣斗六溝壩國小,2015-09-01,雲林縣,斗六市,仁義路93號,91,學校極低頻設施,16.25,mG,True
E00964,HE104-09-005 (AM正聲廣播電臺),2015-09-17,高雄市,仁武區,高雄市鳥松區澄清路819號附近,13,AM廣播電臺,9.13,V/m,True
A01022,臺北市明湖國中電磁場量測,2015-09-03,臺北市,內湖區,葫洲里康寧路3段60號,91,學校極低頻設施,4.9,mG,True
A01020,內湖區中山高速公路-內湖17A旁基地臺電磁,2015-09-14,臺北市,內湖區,中山高速公路-內湖17A旁,11,手機基地臺,0.001422,mW/cm<sup>2</sup>,True
J00804,竹東火車站_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,竹東鎮,東林196號,14,無線區域網路(Wi-Fi),3.8E-11,mW/cm<sup>2</sup>,True
A01023,臺北市東湖國小電磁場量測,2015-09-02,臺北市,內湖區,東湖里東湖路115號,91,學校極低頻設施,4.6,mG,True
P10181,西螺國道一南下交流道旁_手機基地台,2015-09-21,雲林縣,斗六市,西螺國道一南下交流道,11,手機基地臺,2.5E-07,mW/cm<sup>2</sup>,True
J00805,竹東火車站旅遊服務中心_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,竹東鎮,東林196號,14,無線區域網路(Wi-Fi),4E-12,mW/cm<sup>2</sup>,True
U10316,東部產業技術服務中心基地臺量測,2015-09-21,花蓮縣,吉安鄉,南濱路一段532號,11,手機基地臺,0.0136,mW/cm<sup>2</sup>,True
A01026,臺北市內湖區康寧路三段75巷207弄旁大湖隧道出口基地臺電磁波量測,2015-09-18,臺北市,內湖區,康寧路三段75巷207弄,11,手機基地臺,0.000178,mW/cm<sup>2</sup>,True
J00803,芎林鄉衛生所_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,芎林鄉,文山路532號,14,無線區域網路(Wi-Fi),2.373E-09,mW/cm<sup>2</sup>,True
A01015,信義區府前停車場機車出口管控設備電磁波量測,2015-08-25,臺北市,信義區,松壽路府前停車場地下室,14,無線區域網路(Wi-Fi),6.3E-05,mW/cm<sup>2</sup>,True
J00801,關西鎮衛生所_無線區域網路(Wi-Fi)量測,2015-09-04,新竹縣,關西鎮,中山路207號,14,無線區域網路(Wi-Fi),4E-12,mW/cm<sup>2</sup>,True
J00799,關西鎮公所_無線區域網路(Wi-Fi)量測,2015-09-04,新竹縣,關西鎮,正義路51號,14,無線區域網路(Wi-Fi),1.009E-09,mW/cm<sup>2</sup>,True
J00798,寶山鄉衛生所_無線區域網路(Wi-Fi)量測,2015-09-04,新竹縣,寶山鄉,雙園路二段273號,14,無線區域網路(Wi-Fi),6E-12,mW/cm<sup>2</sup>,True
J00797,寶山鄉公所_無線區域網路(Wi-Fi)量測,2015-09-04,新竹縣,寶山鄉,雙園路二段325號,14,無線區域網路(Wi-Fi),4.8E-11,mW/cm<sup>2</sup>,True
J00806,竹北市台元街33號_基地台量測,2015-09-25,新竹縣,竹北市,台元街33號,11,手機基地臺,3.9021E-08,mW/cm<sup>2</sup>,True
U10314,光華S/S變電所電磁場量測,2015-09-21,花蓮縣,吉安鄉,南濱路一段542號,22,變電所,7.6,mG,True
J00800,關西鎮圖書館_無線區域網路(Wi-Fi)量測,2015-09-04,新竹縣,關西鎮,中山路145號,14,無線區域網路(Wi-Fi),2E-12,mW/cm<sup>2</sup>,True
J00793,竹東鎮公所_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,竹東鎮,東林路88號,14,無線區域網路(Wi-Fi),1E-11,mW/cm<sup>2</sup>,True
P10179,斗六市府文路125號內落地形變壓器(K3842 GB58),2015-09-03,雲林縣,斗六市,府文路125號,24,落地型變壓器,2.073,mG,True
P10178,斗六市龍潭北路16之12號旁落地形變壓器(K3842 FB89),2015-09-03,雲林縣,斗六市,龍潭北路16之12號,24,落地型變壓器,14.15,mG,True
P10176,斗六市民生南路79號前落地形變壓器(K3944 HE5872),2015-09-02,雲林縣,斗六市,民生南路79號,24,落地型變壓器,22.83,mG,True
P10175,斗六市雲林路二段487號旁落地形變壓器(K3844 FB3180),2015-09-01,雲林縣,斗六市,雲林路二段487號,24,落地型變壓器,14.45,mG,True
P10174,斗六市忠孝路1號前方(K3942 AE09),2015-09-02,雲林縣,斗六市,忠孝路1號,24,落地型變壓器,3.387,mG,True
P10173,雲林縣斗六市育英北街184號旁落地形變壓器(K4147B GD09),2015-09-01,雲林縣,斗六市,育英北街184號,24,落地型變壓器,21.21,mG,True
P10172,雲林縣斗六國中,2015-09-01,雲林縣,斗六市,育英北街69號,91,學校極低頻設施,18.07,mG,True
J00802,芎林鄉公所_無線區域網路(Wi-Fi)量測,2015-09-03,新竹縣,芎林鄉,文昌街51號,14,無線區域網路(Wi-Fi),7.6E-11,mW/cm<sup>2</sup>,True
P10170,雲林縣虎尾立仁國小,2015-08-27,雲林縣,虎尾鎮,立仁街40號,91,學校極低頻設施,5.644,mG,True
P10180,斗六市延平路152號旁落地型變壓器(K4047C AB6071),2015-08-21,雲林縣,斗六市,延平路152號,24,落地型變壓器,11.21,mG,True
E00954,HE104-08-007 (FM金聲廣播電臺),2015-08-19,高雄市,苓雅區,光華一路206號25樓,15,FM廣播電臺,0.0005,mW/cm<sup>2</sup>,True
A01010,臺北市內湖區康樂隧道基地臺電磁波量測,2015-09-01,臺北市,內湖區,康樂隧道,11,手機基地臺,0.000852,mW/cm<sup>2</sup>,True
P10164,斗六公誠國小前落地形變壓器(K4047C BC12),2015-08-21,雲林縣,斗六市,北平路95號,24,落地型變壓器,22.42,mG,True
A01009,臺北市內湖區大湖隧道基地臺電磁波量測,2015-09-01,臺北市,內湖區,大湖隧道,11,手機基地臺,0.001099,mW/cm<sup>2</sup>,True
P10168,虎尾文科路與博愛路路口落地形變壓器(K2748 BC33),2015-08-24,雲林縣,斗六市,虎尾文科路與博愛路路口,24,落地型變壓器,2.806,mG,True
P10167,斗南建國一路與大同路路口落地形變壓器(K3140 GB66),2015-08-24,雲林縣,斗南鎮,大同路105號,24,落地型變壓器,41.98,mG,True
P10169,雲林縣斗六公誠國小,2015-08-26,雲林縣,斗六市,北平路95號,91,學校極低頻設施,27.13,mG,True
E00935,LE104-06-004 (市立大灣國中),2015-06-23,高雄市,仁武區,高雄市仁武區大灣里仁雄路99號,91,學校極低頻設施,7.167,mG,True
A01011,信義區市府路1號北區B1F停車場無線網路電磁波量測,2015-08-24,臺北市,信義區,市府路1號,14,無線區域網路(Wi-Fi),0.000552,mW/cm<sup>2</sup>,True
A01003,臺北市民權國中電磁場量測,2015-08-26,臺北市,大同區,重慶北路三段1號,91,學校極低頻設施,3.7,mG,True
E00934,LE104-06-012 (市立鳥松國中),2015-06-30,高雄市,鳥松區,高雄市鳥松區松埔北巷5之1號,91,學校極低頻設施,10.286,mG,True
A01024,中山區濱江街95號旁基地臺電磁波量測,2015-09-17,臺北市,中山區,濱江街95號,11,手機基地臺,0.000831,mW/cm<sup>2</sup>,True
E00922,LE104-06-001 (市立明華國中),2015-06-05,高雄市,鼓山區,高雄市鼓山區明誠三路582號,91,學校極低頻設施,1.901,mG,True
E00951,HE104-08-004 (AM復興廣播電臺),2015-08-13,高雄市,鳥松區,澄清路819號,13,AM廣播電臺,5.08,V/m,True
E00945,HE104-07-001 (FM港都廣播電臺),2015-07-31,高雄市,三民區,民族一路80號46樓之一,15,FM廣播電臺,0.0003,mW/cm<sup>2</sup>,True
D00849,新市變電所,2015-08-11,臺南市,新市區,永就村中山路201號,22,變電所,14.06,mG,True
D00847,臺南市新營區土庫里卯舍路1之2號,2015-08-06,臺南市,新營區,土庫里卯舍路1之2號,22,變電所,30.51,mG,True
D00848,三竹配電變電所,2015-08-11,臺南市,新市區,環西路一段12號,22,變電所,17.08,mG,True
U10301,華西路美工路口落地型電壓器量測,2015-01-20,花蓮縣,花蓮市,華西路、美工路口,24,落地型變壓器,11.9,mG,True
E00926,LE104-06-005 (市立民權國小),2015-06-23,高雄市,前鎮區,高雄市前鎮區沱江街200號,91,學校極低頻設施,10.848,mG,True
D00851,臺南市善化區大成路90號,2015-08-20,臺南市,善化區,大成路90號,22,變電所,19.22,mG,True
D00850,新市區S/S,2015-08-11,臺南市,新市區,新市區 永新路52號(南144鄉道),22,變電所,42.69,mG,True
P10166,雲林縣虎尾崇德國中,2015-08-24,雲林縣,虎尾鎮,文科路1530號,91,學校極低頻設施,15.71,mG,True
P10165,雲林縣北港建國國中,2015-08-24,雲林縣,北港鎮,大同路468號,91,學校極低頻設施,17.67,mG,True
U10302,193縣道(七星街)落地型變壓器量測,2015-01-20,花蓮縣,花蓮市,七星街,24,落地型變壓器,1.1,mG,True
E00948,HE104-08-003 (AM高雄廣播電臺),2015-08-04,高雄市,鼓山區,新疆路90號,13,AM廣播電臺,18.24,V/m,True
E00949,HE104-08-001 (AM漢聲廣播電臺),2015-08-03,高雄市,鳥松區,高雄市鳥松區澄清路819號附近,13,AM廣播電臺,10.55,V/m,True
D00846,臺南市新營區嘉芳里新工路39號,2015-08-06,臺南市,新營區,嘉芳里新工路39號,22,變電所,46.77,mG,True
D00842,臺南市立文元國民小學,2015-07-07,臺南市,北區,臺南市北區海安路三段815號,91,學校極低頻設施,4.697,mG,True
D00837,臺南市立復興國民小學,2015-06-17,臺南市,東區,臺南市東區復興里11鄰裕文路60號,91,學校極低頻設施,8.625,mG,True
B00832,潭子區勝利一街41巷附近(吉祥富貴建設大樓),2015-06-22,臺中市,潭子區,勝利一街41巷2弄2號附近,11,手機基地臺,0.013,mW/cm<sup>2</sup>,True
A00992,臺北市民生國小電磁場量測,2015-07-17,臺北市,松山區,敦化北路199巷18號,91,學校極低頻設施,13.7,mG,True
E00929,LE104-06-008 (市立大湖國小),2015-06-25,高雄市,湖內區,高雄市湖內區民權路2號,91,學校極低頻設施,54.193,mG,True
A00993,私立復興國小電磁場量測,2015-07-21,臺北市,大安區,敦化南路1段262號,91,學校極低頻設施,8.8,mG,True
E00930,LE104-06-009 (市立港和國小),2015-06-26,高雄市,小港區,高雄市小港區平和南路300號,91,學校極低頻設施,10.785,mG,True
D00845,臺南市立後壁國中,2015-07-15,臺南市,後壁區,臺南市後壁區嘉苳里10鄰124之20號,91,學校極低頻設施,9.852,mG,True
E00928,LE104-06-007 (市立楠梓國中),2015-06-24,高雄市,楠梓區,高雄市楠梓區楠梓路336號,91,學校極低頻設施,4.444,mG,True
E00927,LE104-06-006 (市立鳳林國小),2015-06-24,高雄市,小港區,高雄市小港區鳳林路207號,91,學校極低頻設施,31.419,mG,True
D00844,臺南市立大內國民小學,2015-07-15,臺南市,大內區,臺南市大內區大內里1鄰63號,91,學校極低頻設施,7.705,mG,True
A00988,臺北市大直國小電磁場量測,2015-07-03,臺北市,中山區,大直街2號,91,學校極低頻設施,31.6,mG,True
D00840,鹽行一次變電所,2015-06-15,臺南市,永康區,大橋一街247巷142號,22,變電所,11.12,mG,True
E00923,LE104-06-002 (市立莒光國小),2015-06-11,高雄市,楠梓區,高雄市楠梓區後昌路842號,91,學校極低頻設施,20.918,mG,True
D00843,臺南市立成功國民小學,2015-07-07,臺南市,中西區,填寫門牌地址(若無完整地址，請描述地點)，最多100個中文字臺南市中西區成功路235號,91,學校極低頻設施,9.061,mG,True
D00839,臺南市永康區王行村興工路1號,2015-07-06,臺南市,永康區,王行村興工路1號,22,變電所,19.13,mG,True
D00841,臺南市立西勢國民小學,2015-07-01,臺南市,永康區,臺南市永康區西勢里7鄰富強路一段278號,91,學校極低頻設施,9.888,mG,True
D00838,臺南市永康區永康國民小學,2015-07-01,臺南市,永康區,臺南市永康區永康里1鄰中山南路637號,91,學校極低頻設施,18.75,mG,True
E00924,LE104-06-003 (市立文府國小),2015-06-22,高雄市,左營區,高雄市左營區文府路399號,91,學校極低頻設施,5.841,mG,True
A00987,臺北市建安國小電磁場量測,2015-06-23,臺北市,大安區,龍雲里大安路2段99號,91,學校極低頻設施,20.3,mG,True
P10161,雲林縣西螺安定國小,2015-06-10,雲林縣,西螺鎮,埔心路210號,91,學校極低頻設施,3.644,mG,True
J00789,新竹縣政府環保局交誼廳_無線區域網路(Wi-Fi)量測,2015-06-30,新竹縣,竹北市,光明五街62號,14,無線區域網路(Wi-Fi),2.98E-10,mW/cm<sup>2</sup>,True
J00788,新竹縣政府大廳_無線區域網路(Wi-Fi)量測,2015-06-30,新竹縣,竹北市,光明六路10號,14,無線區域網路(Wi-Fi),7.8E-11,mW/cm<sup>2</sup>,True
D00834,臺南市立復興國民中學,2015-06-17,臺南市,東區,臺南市東區裕文路62號,91,學校極低頻設施,12.61,mG,True
J00787,竹北市福興一路_落地型變電箱量測,2015-06-26,新竹縣,竹北市,竹北市福興一路,24,落地型變壓器,1.208,mG,True
J00783,竹北市光明一路480號前_落地型變電箱量測,2015-06-26,新竹縣,竹北市,光明一路480號前,24,落地型變壓器,1.534,mG,True
J00782,新豐鄉泰安街35號對面_落地型變電箱量測,2015-06-25,新竹縣,新豐鄉,泰安街35號對面,24,落地型變壓器,1.101,mG,True
J00781,新豐鄉保愛街32號旁_落地型變電箱量測,2015-06-25,新竹縣,新豐鄉,保愛街32號旁,24,落地型變壓器,20.66,mG,True
J00778,新豐鄉康樂路與德昌街路口_落地型變電箱量測,2015-06-25,新竹縣,新豐鄉,康樂路與德昌街路口,24,落地型變壓器,4.495,mG,True
A00986,大安區仁愛路4段與仁愛路4段300巷交叉口人行道-落地型變壓器檢測,2015-05-18,臺北市,大安區,仁愛路4段300巷,24,落地型變壓器,9.5,mG,True
D00833,臺南市立崇明國民中學,2015-06-23,臺南市,東區,臺南市東區崇明路700號,91,學校極低頻設施,17.47,mG,True
J00780,新豐鄉松林街與康泰路口_落地型變電箱量測,2015-06-25,新竹縣,新豐鄉,新豐鄉松林街與康泰路口,24,落地型變壓器,1.09,mG,True
A00982,信義區松高路20巷新光三越A11旁-落地型變壓器檢測,2015-06-15,臺北市,信義區,松高路20巷,24,落地型變壓器,13.1,mG,True
A00979,大同區昌吉街2號前人行道-落地型變壓器檢測,2015-06-09,臺北市,大同區,昌吉街2號,24,落地型變壓器,40.4,mG,True
A00985,大同區承德路一段81號前人行道-落地型變壓器檢測,2015-06-17,臺北市,大同區,承德路一段81號,24,落地型變壓器,25.8,mG,True
A00983,臺北市建成國中電磁場量測,2015-06-17,臺北市,大同區,長安西路37之1號,91,學校極低頻設施,23.1,mG,True
P10163,雲林縣西螺文興國小,2015-06-10,雲林縣,西螺鎮,新社路257號,91,學校極低頻設施,14.142,mG,True
A00981,信義區松高路20巷旁人行道-落地型變壓器檢測,2015-06-15,臺北市,信義區,松高路20巷,24,落地型變壓器,25.5,mG,True
A00980,臺北市國語實小電磁場量測,2015-06-11,臺北市,中正區,龍光里南海路58號,91,學校極低頻設施,8.8,mG,True
P10162,雲林縣西螺廣興國小,2015-06-10,雲林縣,西螺鎮,廣興59號,91,學校極低頻設施,2.476,mG,True
J00779,新豐鄉文林街49號對面_落地型變電箱量測,2015-06-25,新竹縣,新豐鄉,文林街49號對面,24,落地型變壓器,7.066,mG,True
J00786,竹北市福興路1173號前_落地型變電箱量測,2015-06-26,新竹縣,竹北市,福興路1173號前,24,落地型變壓器,7.061,mG,True
J00785,竹北市華興街325號對面_落地型變電箱量測,2015-06-26,新竹縣,竹北市,華興街325號,24,落地型變壓器,11.06,mG,True
J00784,竹北市新光五街20號對面_落地型變電箱量測,2015-06-27,新竹縣,竹北市,新光五街20號對面,24,落地型變壓器,0.991,mG,True
U10202,富里鄉富里村永安街79號,2014-04-03,花蓮縣,富里鄉,富里鄉富里村永安街79號,11,手機基地臺,6E-07,mW/cm<sup>2</sup>,True
U10201,富里鄉石牌村中興路72號,2014-04-03,花蓮縣,富里鄉,富里鄉石牌村中興路72號,11,手機基地臺,4.2E-06,mW/cm<sup>2</sup>,True
U10200,花蓮市中華路534巷1、2號,2014-03-04,花蓮縣,花蓮市,中華路534巷1、2號,11,手機基地臺,4E-07,mW/cm<sup>2</sup>,True
U10199,和平路一段47號,2014-03-04,花蓮縣,吉安鄉,和平路一段47號,11,手機基地臺,2E-07,mW/cm<sup>2</sup>,True
U10222,花蓮市中山路一段71號,2014-06-18,花蓮縣,花蓮市,中山路一段71號,11,手機基地臺,4.1E-06,mW/cm<sup>2</sup>,True
D00826,臺南市北區東豐路305巷11號_開元變電所,2015-05-06,臺南市,北區,東豐路305巷11號,22,變電所,9.808,mG,True
U10287,台11線11公里福德橋旁,2015-03-04,花蓮縣,壽豐鄉,台11線11公里福德橋旁,11,手機基地臺,0.0007,mW/cm<sup>2</sup>,True
U10286,鹽寮村169號,2015-03-04,花蓮縣,壽豐鄉,鹽寮村169號,11,手機基地臺,0.0003,mW/cm<sup>2</sup>,True
U10285,鹽寮46號,2015-03-04,花蓮縣,壽豐鄉,鹽寮46號,11,手機基地臺,0.0001,mW/cm<sup>2</sup>,True
U10284,馬太鞍溪橋南下橋頭,2015-02-12,花蓮縣,光復鄉,馬太鞍溪橋南下橋頭,11,手機基地臺,0.0092,mW/cm<sup>2</sup>,True
U10283,光復火車站,2015-02-12,花蓮縣,光復鄉,光復火車站,11,手機基地臺,0.0004,mW/cm<sup>2</sup>,True
U10282,吉安鄉全民街23號,2015-02-10,花蓮縣,吉安鄉,全民街36之5號樓頂,11,手機基地臺,0.0009,mW/cm<sup>2</sup>,True
U10281,吉安鄉南海四街1號,2015-02-09,花蓮縣,吉安鄉,南海四街1號,11,手機基地臺,0.002,mW/cm<sup>2</sup>,True
U10280,壽豐鄉豐坪路二段69號,2015-02-09,花蓮縣,壽豐鄉,豐坪路二段69號,11,手機基地臺,0.0002,mW/cm<sup>2</sup>,True
U10279,豐田火車站旁,2015-02-09,花蓮縣,壽豐鄉,豐田火車站,11,手機基地臺,0.001,mW/cm<sup>2</sup>,True
U10278,壽豐鄉豐山村仁愛街32之1號,2015-02-09,花蓮縣,壽豐鄉,豐山村仁愛街32之1號,11,手機基地臺,0.0005,mW/cm<sup>2</sup>,True
U10277,壽豐鄉豐山村忠孝街73~75號,2015-02-09,花蓮縣,壽豐鄉,豐山村忠孝街73號,11,手機基地臺,0.002,mW/cm<sup>2</sup>,True
U10276,壽豐鄉中山路六段,2015-02-09,花蓮縣,花蓮市,壽豐鄉中山路六段16之26號,11,手機基地臺,0.0047,mW/cm<sup>2</sup>,True
U10275,壽豐鄉壽豐村壽興街,2015-02-09,花蓮縣,壽豐鄉,壽豐村壽興街21號,11,手機基地臺,0.0004,mW/cm<sup>2</sup>,True
U10274,壽豐鄉志學村志新街,2015-02-09,花蓮縣,壽豐鄉,志學村志新街33之2、33之17號,11,手機基地臺,0.0003,mW/cm<sup>2</sup>,True
U10273,壽豐鄉志學村中山路二段,2015-02-09,花蓮縣,壽豐鄉,壽豐鄉志學村中山路二段200號,11,手機基地臺,0.0009,mW/cm<sup>2</sup>,True
U10272,壽豐鄉志學村中山路段,2015-02-09,花蓮縣,壽豐鄉,壽豐鄉志學村中山路三段51號,11,手機基地臺,0.0033,mW/cm<sup>2</sup>,True
U10267,文蘭81之10-中華電信基地台,2015-02-02,花蓮縣,壽豐鄉,文蘭81之10號,11,手機基地臺,0.0003,mW/cm<sup>2</sup>,True
U10266,南三棧陸橋(三棧路),2015-02-02,花蓮縣,秀林鄉,三棧路陸橋,11,手機基地臺,0.0069,mW/cm<sup>2</sup>,True
U10291,69KV初英臨時桿#8 #9,2015-04-16,花蓮縣,吉安鄉,山下路,21,高壓電塔,4.5,mG,True
U10290,台11線6.5K路旁,2015-03-04,花蓮縣,壽豐鄉,台11線6.5公里處,11,手機基地臺,0.001,mW/cm<sup>2</sup>,True
U10289,嶺頂路(遠雄悅來飯店旁),2015-03-04,花蓮縣,壽豐鄉,嶺頂路,11,手機基地臺,0.0417,mW/cm<sup>2</sup>,True
U10288,福德99號旁,2015-03-04,花蓮縣,壽豐鄉,福德99號,11,手機基地臺,0.0011,mW/cm<sup>2</sup>,True
D00827,臺南市北區中華北路500號_安南變電所,2015-05-07,臺南市,北區,中華北路500號,22,變電所,27.83,mG,True
U10271,吉安鄉吉豐路五段102號,2015-02-09,花蓮縣,吉安鄉,吉豐路五段102號,11,手機基地臺,0.002,mW/cm<sup>2</sup>,True
U10262,國軍花蓮總醫院旁(進豐診區),2015-01-22,花蓮縣,花蓮市,進豐街,24,落地型變壓器,11,mG,True
U10261,中原路770號旁,2015-01-22,花蓮縣,花蓮市,中原路770,24,落地型變壓器,16.7,mG,True
U10270,銅門48-8號,2015-02-04,花蓮縣,秀林鄉,銅門48之8號,11,手機基地臺,0.0018,mW/cm<sup>2</sup>,True
U10269,秀林鄉銅門村銅門30之1號,2015-02-04,花蓮縣,秀林鄉,銅門30之1號,11,手機基地臺,0.0015,mW/cm<sup>2</sup>,True
U10268,秀林鄉銅門村榕樹55號,2015-02-04,花蓮縣,秀林鄉,榕樹55號,11,手機基地臺,0.0013,mW/cm<sup>2</sup>,True
U10265,秀林鄉和中39號,2015-02-02,花蓮縣,秀林鄉,和中39號,11,手機基地臺,0.001,mW/cm<sup>2</sup>,True
U10264,秀林鄉和中14號,2015-02-02,花蓮縣,秀林鄉,和中14號,11,手機基地臺,0.0019,mW/cm<sup>2</sup>,True
U10263,尚志路,2015-01-22,花蓮縣,花蓮市,尚志路33之17號,24,落地型變壓器,6.7,mG,True
U10260,建國路一段自強路口,2015-01-22,花蓮縣,花蓮市,建國路一段139號,24,落地型變壓器,7.3,mG,True
U10259,中央路一段,2015-01-22,花蓮縣,花蓮市,中央路一段稻香路,24,落地型變壓器,27.4,mG,True
U10258,稻香路稻香五街路口(稻香國小),2015-01-22,花蓮縣,花蓮市,稻香路稻香五街路口,24,落地型變壓器,8.8,mG,True
U10257,吉安鄉中山路二段,2015-01-22,花蓮縣,花蓮市,吉安鄉中山路二段2之1號,24,落地型變壓器,85.2,mG,True
U10256,海岸路民權四街路口,2015-05-04,花蓮縣,花蓮市,海岸路民權四街,24,落地型變壓器,14.9,mG,True
U10255,中山路一段(教育處旁),2015-01-22,花蓮縣,花蓮市,中山路一段教育處旁,24,落地型變壓器,28.8,mG,True
U10248,中美路與民權九街路口,2015-01-19,花蓮縣,花蓮市,天主堂對面,24,落地型變壓器,19,mG,True
