MeasureId,MeasureLocation,MeasureDate,County,Township,MeasureAddress,RadiatorType,RadiatorTypeName,PowerDensityMax,ItemUnit,Legal
C00613,變電箱-仁一路265號對面,2014-06-26,基隆市,仁愛區,仁一路265號對面,24,落地型變壓器,7,mG,True
C00612,變電箱-仁一路259號對面,2014-06-26,基隆市,仁愛區,仁一路259號對面,24,落地型變壓器,4,mG,True
C00611,變電箱-仁一路159號對面,2014-06-26,基隆市,仁愛區,仁一路159號對面,24,落地型變壓器,4,mG,True
C00610,變電箱-仁一路137號對面,2014-06-26,基隆市,仁愛區,仁一路137號對面,24,落地型變壓器,3,mG,True
C00609,變電箱-仁一路79號對面,2014-06-26,基隆市,仁愛區,仁一路79號對面,24,落地型變壓器,3,mG,True
C00608,變電箱-仁一路33號對面,2014-06-26,基隆市,信義區,仁一路33號對面,24,落地型變壓器,2,mG,True
H00862,桃園市中興街15號旁落地型變壓器,2014-06-23,桃園縣,桃園市,中興街15號旁,24,落地型變壓器,27,mG,True
H00861,桃園市朝陽街13號旁落地型變壓器,2014-06-23,桃園縣,桃園市,朝陽街13號旁,24,落地型變壓器,11,mG,True
H00860,桃園市朝陽街12號旁大門右邊(桃園佛教蓮社)落地型變壓器,2014-06-23,桃園縣,桃園市,朝陽街12號旁大門右邊(桃園佛教蓮社),24,落地型變壓器,17,mG,True
H00864,桃園市國豐七街與國強十一街交叉口(龍安公園旁)落地型變壓器,2014-06-11,桃園縣,桃園市,國豐七街與國強十一街交叉口(龍安公園旁),24,落地型變壓器,1,mG,True
H00863,桃園市桃一街68號旁落地型變壓器,2014-06-23,桃園縣,桃園市,桃一街68號旁,24,落地型變壓器,18,mG,True
K00675,竹南國小正門旁落地型變壓器,2014-06-19,苗栗縣,竹南鎮,中正路146號竹南國小正門旁,24,落地型變壓器,14,mG,True
H00859,桃園市朝陽街12號旁大門左邊(桃園佛教蓮社)落地型變壓器,2014-06-23,桃園縣,桃園市,朝陽街12號旁大門左邊(桃園佛教蓮社),24,落地型變壓器,15,mG,True
C00607,基隆市碇內國中,2014-05-22,基隆市,暖暖區,暖暖區源遠路152巷75號,91,學校極低頻設施,2,mG,True
G00664,宜蘭市公園路變電箱量測,2014-06-13,宜蘭縣,宜蘭市,公園路369號旁,24,落地型變壓器,2,mG,True
G00663,宜蘭市建蘭北路變電箱量測,2014-06-13,宜蘭縣,宜蘭市,建蘭北路與縣政十街交叉口,24,落地型變壓器,1,mG,True
G00655,冬山鄉永興路一段變電箱量測,2014-06-13,宜蘭縣,冬山鄉,永興路一段22號前,24,落地型變壓器,9,mG,True
H00858,桃園縣中壢市忠孝路331號旁落地型變壓器量測,2014-06-17,桃園縣,中壢市,忠孝路331號,24,落地型變壓器,15,mG,True
H00857,桃園縣中壢市(復興宮)旁文化二路與元生三街交叉路口落地型變壓器量測,2014-06-17,桃園縣,中壢市,中壢市(復興宮)旁文化二路與元生三街交叉路口,24,落地型變壓器,1,mG,True
A00910,內湖區民權東路六段30號旁-落地型變壓器檢測,2014-06-16,臺北市,內湖區,民權東路六段30號,24,落地型變壓器,2,mG,True
H00853,桃園市國豐六街227巷26號旁落地型變壓器量測,2014-06-11,桃園縣,桃園市,國豐六街227巷26號旁,24,落地型變壓器,24,mG,True
G00657,羅東鎮光榮路變電箱量測,2014-06-13,宜蘭縣,羅東鎮,光榮路48號前,24,落地型變壓器,29,mG,True
G00656,冬山鄉冬山路五段變電箱量測,2014-06-13,宜蘭縣,冬山鄉,冬山路五段279號前,24,落地型變壓器,63,mG,True
G00652,蘇澳鎮頂強路變電箱量測,2014-06-12,宜蘭縣,蘇澳鎮,頂強路19號前,24,落地型變壓器,3,mG,True
H00851,桃園市國豐六街52號旁落地型變壓器量測,2014-06-11,桃園縣,桃園市,國豐六街52號,24,落地型變壓器,15,mG,True
G00647,員山鄉復興路變電箱量測,2014-06-12,宜蘭縣,員山鄉,復興路(圓山公園前),24,落地型變壓器,4,mG,True
A00907,內湖區新明路143巷與潭美街口-落地型變壓,2014-06-04,臺北市,內湖區,新明路143巷與潭美街口,24,落地型變壓器,2,mG,True
H00855,桃園縣中壢市文化二路路與長春路交叉路口,2014-06-17,桃園縣,桃園市,桃園縣中壢市文化二路路與長春路交叉路口,24,落地型變壓器,39,mG,True
H00854,桃園縣中壢市長春三路與吉林路55巷交叉口,2014-06-17,桃園縣,桃園市,桃園縣中壢市長春三路與吉林路55巷交叉口,24,落地型變壓器,8,mG,True
G00662,宜蘭市建蘭南路變電箱量測,2014-06-13,宜蘭縣,宜蘭市,建蘭南路155號旁,24,落地型變壓器,10,mG,True
G00661,五結鄉利工三路變電箱量測,2014-06-13,宜蘭縣,五結鄉,利工三路與利寶路交叉口,24,落地型變壓器,3,mG,True
G00659,五結鄉自強路42巷變電箱量測,2014-06-13,宜蘭縣,五結鄉,自強路42巷20號前,24,落地型變壓器,11,mG,True
A00909,內湖區成功路二段與潭美街口-落地型變壓器檢測,2014-06-16,臺北市,內湖區,成功路二段與潭美街口,24,落地型變壓器,3,mG,True
G00654,冬山鄉成興路變電箱量測,2014-06-12,宜蘭縣,冬山鄉,成興路648號前,24,落地型變壓器,19,mG,True
G00651,蘇澳鎮自強路變電箱量測,2014-06-12,宜蘭縣,蘇澳鎮,自強路1號前,24,落地型變壓器,19,mG,True
G00648,員山鄉員山路一段變電箱量測,2014-06-12,宜蘭縣,員山鄉,員山路一段333號前,24,落地型變壓器,2,mG,True
